Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source,LinkedIn
Drug store,,Walgreens,(413) 458-2138,,walgreens.com,,32,2.0,,,,,,,,,https://www.instagram.com/walgreens,,,"212 Main St, Williamstown, MA 01267",Williamstown,BERKSHIRE,MA,,"PR28+WF Williamstown, Massachusetts",Google Maps,
Flooring contractor,American,Northeast Tile & Marble,(781) 389-0327,,northeasttile.com,,,,ELLEN,M. MACKAY,,,,,,,,,,"10 Cass Ave, Dedham, MA 02026",Dedham,NORFOLK,MA,,"6RWV+Q6 Dedham, Massachusetts",Google Maps,
Countertop store,American,Stone Depot,(781) 251-9700,,stone-depot.us,,29,4.7,JOSEPH,F. SHAY JR.,,,,,,,,,,"34 Legacy Blvd, Dedham, MA 02026",Dedham,NORFOLK,MA,,"6RMC+QR Dedham, Massachusetts",Google Maps,
Flooring contractor,Italian,Northeast Tile & Marble,(781) 389-0327,,northeasttile.com,,,,MARIO,MANZI,,,,,,,,,,"10 Cass Ave, Dedham, MA 02026",Dedham,NORFOLK,MA,,"6RWV+Q6 Dedham, Massachusetts",Google Maps,
Flooring contractor,Italian,Northeast Tile & Marble,(781) 389-0327,,northeasttile.com,,,,GARY,A. DEL VECCHIO,,,,,,,,,,"10 Cass Ave, Dedham, MA 02026",Dedham,NORFOLK,MA,,"6RWV+Q6 Dedham, Massachusetts",Google Maps,
Home improvement store,,New Light Solutions,(413) 586-7454,,,,,,,,,,,,,,,,,"1 Roundhouse Plaza STE 203, Northampton, MA 01060",Northampton,HAMPSHIRE,MA,,"8989+P7 Northampton, Massachusetts",Google Maps,
Tile contractor,,Master Tile Installation,(508) 740-7253,,mastertileinc.com,,4,5.0,,,,,,,,,,,,"31 Cypress St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7H9G+XQ Framingham, Massachusetts",Google Maps,
Home improvement store,,JRS Home Improvement,(413) 443-2685,,,,2,5.0,,,,,,,,,,,,"20 Pleasure Ave, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"FQ54+H2 Pittsfield, Massachusetts",Google Maps,
Tile contractor,,Elite-Tile,(978) 685-7757,,elitetileco.com,,3,3.7,,,,,,,,,https://www.instagram.com/saldiblasi1/,https://www.facebook.com/saldiblasi1/,,"42 Doonan St, Medford, MA 02155",Medford,MIDDLESEX,MA,,"CWM6+76 Medford, Massachusetts",Google Maps,
Flooring contractor,,Walls & Floors Unlimited,(508) 279-9766,,wallsandfloorsunlimited.com,,14,3.1,,,,,,,,,,,,"25 Scotland Blvd UNIT 6, Bridgewater, MA 02324",Bridgewater,PLYMOUTH,MA,,"XXFV+P9 Bridgewater, Massachusetts",Google Maps,
Craft store,,Hobby Lobby,(413) 493-1444,,hobbylobby.com,,1358,4.3,,,,,,,,,https://www.instagram.com/hobbylobby,https://www.facebook.com/173067392840723,,"50 Holyoke St, Holyoke, MA 01040",Holyoke,HAMPDEN,MA,,"5995+22 Holyoke, Massachusetts",Google Maps,
Tile contractor,,da silva tile installation & Design,(781) 588-5390,,,,47,4.9,,,,,,,,,,,,"143 Pleasant St, Rockland, MA 02370",Rockland,PLYMOUTH,MA,,"43WP+4H Rockland, Massachusetts",Google Maps,
Bathroom remodeler,,Adone Tile & Bath,(617) 645-1890,,adonetileandbath.com,,2,5.0,,,,,,,,,https://www.instagram.com/adonetileandbath/,https://www.facebook.com/AdoneTileandBath/,,"52 Grove St, Norfolk, MA 02056",Norfolk,NORFOLK,MA,,"4M66+F2 Norfolk, Massachusetts",Google Maps,
Hardware store,,Tedford's Building Materials And Hardware,(978) 356-4387,,stores.truevalue.com,,37,4.6,,,,,,,,,https://www.instagram.com/tedfordsbuildingmaterials/,https://www.facebook.com/TedfordsIpswich/,https://www.linkedin.com/company/b-&-g-building-materials-inc,"10 Brown Square, Ipswich, MA 01938",Ipswich,ESSEX,MA,,"M5J5+29 Ipswich, Massachusetts",Google Maps,
Flooring store,,Summerlin Floors,(413) 253-9022,,summerlinfloors.com,,23,4.4,,,,,,,,,,https://www.facebook.com/SummerlinFloors/,,"322 College St, Amherst, MA 01002",Amherst,HAMPSHIRE,MA,,"9FFW+7Q Amherst, Massachusetts",Google Maps,
Floor refinishing service,,Sir Grout of Greater Boston,(781) 899-0388,,sirgroutboston.com,,52,4.8,,,,,,,,,https://www.instagram.com/sirgroutboston/,https://www.facebook.com/SirGroutOfGreaterBoston/,,"15 Main St #255, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R88+74 Watertown, Massachusetts",Google Maps,
Contractor,,Master Carpenter,(413) 657-8560,,,,3,5.0,,,,,,,,,,https://m.facebook.com/mastercarpenterpro,,"57 Amherst Rd, Leverett, MA 01054",Leverett,FRANKLIN,MA,,"CFQV+Q3 Leverett, Massachusetts",Google Maps,
Painter,,Sorel Home Improvement,(774) 218-1795,,sorelhomeimprovement.com,,19,4.9,,,,,,,,,,https://www.facebook.com/profile.php?id=100063705423917,,"678 Staples St, East Taunton, MA 02718",East Taunton,BRISTOL,MA,,"VX3J+9Q East Taunton, Taunton, MA",Google Maps,
Construction company,,"Central Cape Construction Company,",(508) 776-6660,,centralconstruction.online,,,5.0,,,,,,,,,,,,"820 Main St, Cotuit, MA 02635",Cotuit,BARNSTABLE,MA,,"JH98+V6 Cotuit, Barnstable, MA",Google Maps,
Tile contractor,,Dan's Tile,(508) 264-7959,,,,,,,,,,,,,,,,,"New Bedford, MA 02740",New Bedford,BRISTOL,MA,,"J3Q7+66 New Bedford, Massachusetts",Google Maps,
Bathroom remodeler,,New Look Refinishing,(781) 767-1087,,newlookrefinishing.com,,127,4.9,,,,,,,,,https://www.instagram.com/newlookrefinishing/,https://www.facebook.com/newlookrefinishing/,,"516 Bedford St, East Bridgewater, MA 02333",East Bridgewater,PLYMOUTH,MA,,"229R+P6 East Bridgewater, Massachusetts",Google Maps,
Tile store,,"Daltile, Marazzi Sales Service Center",(781) 932-6622,,locations.daltile.com,,15,4.3,,,,,,,,,,,,"80 B Commerce Way, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV77+6P Woburn, Massachusetts",Google Maps,
Dollar store,,Family Dollar,(413) 664-7759,,familydollar.com,,2,3.5,,,,,,,,,,,,"69 Veterans Memorial Dr, North Adams, MA 01247",North Adams,BERKSHIRE,MA,,"PV2Q+G8 North Adams, Massachusetts",Google Maps,
Tile contractor,,Boston Tiles Work,(857) 214-8888,,,,,,,,,,,,,,,https://es-es.facebook.com/biz/tiling-service/?place_id=112365168780657,,"75 Linden St, Dorchester, MA 02122",Boston,SUFFOLK,MA,,"8W4Q+7F Dorchester, Boston, MA",Google Maps,
Flooring store,,Custom Wood Floors,(413) 967-9663,,,,2,3.0,,,,,,,,,,,,"Ware, MA 01082",Ware,HAMPSHIRE,MA,,"6MRM+VF Ware, Massachusetts",Google Maps,
Plumbing supply store,,"F.W. Webb Company - Springfield, MA",(413) 781-1700,,fwwebb.com,,38,4.0,,,,,,,,,,,,"145 Performance Blvd, Springfield, MA 01104",Springfield,HAMPDEN,MA,,"4CMW+WR Springfield, Massachusetts",Google Maps,
Department store,,HomeGoods,(413) 236-6996,,homegoods.com,,179,4.5,,,,,,,,,https://www.instagram.com/HomeGoods,https://www.facebook.com/365940730424314,,"694 Merrill Rd, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"FQ8X+W8 Pittsfield, Massachusetts",Google Maps,
Building materials store,Portuguese,Pacific Stone & Tiles,(774) 437-2651,,,,,,SALOMAO,S DA CUNHA,,,,,,,,,,"202 Washington St, Brookline, MA 02445",Brookline,NORFOLK,MA,,"8VJJ+VH Brookline, Massachusetts",Google Maps,
Countertop store,,MSI Boston,(781) 680-0300,,msisurfaces.com,,87,4.3,,,,,,,,,https://www.instagram.com/msiboston/,https://www.facebook.com/MSInternationalBoston/,,"1080 University Ave, Norwood, MA 02062",Norwood,NORFOLK,MA,,"6R59+5V Norwood, Massachusetts",Google Maps,
Flooring store,,Gene Hardy Flooring,(508) 822-5881,,genehardyflooring.com,,40,4.6,,,,,,,,,,https://www.facebook.com/GeneHardyFlooring,https://www.linkedin.com/in/gene-hardy-94752870,"988 Crane Ave S, Taunton, MA 02780",Taunton,BRISTOL,MA,,"WVW4+PW Taunton, Massachusetts",Google Maps,
Cabinet store,,Kitchen & Bath Design Center,(413) 786-8500,,cabinetstogranite.com,,13,3.5,,,,,,,,,,https://www.facebook.com/KitchenandBathDesignCenter/,,"1036 Suffield St, Agawam, MA 01001",Agawam,HAMPDEN,MA,,"3938+M7 Agawam, Massachusetts",Google Maps,
General contractor,,Land Home Construction,(508) 678-7776,,landhomeconstructions.com,,,5.0,,,,,,,,,,https://www.facebook.com/LandHomeConstruction/,,"1112 Bay St, Fall River, MA 02724",Fall River,BRISTOL,MA,,"MRP8+QM Fall River, Massachusetts",Google Maps,
Flooring store,,Tile Works,(508) 753-1655,,,,17,4.2,,,,,,,,,,,,"193 Boston Turnpike, MA-9, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"77G2+CQ Shrewsbury, Massachusetts",Google Maps,
Flooring contractor,,NPB Improvements,(978) 580-0693,,npbimprovements.com,,,,,,,,,,,,,https://www.facebook.com/NPBimprovements.LLC/,,"12 Hillside St, Rowley, MA 01969",Rowley,ESSEX,MA,,"P3HJ+2J Rowley, Massachusetts",Google Maps,
Flooring store,,Floors To The Trade,(508) 561-4272,,floorstothetrade.com,,10,4.1,,,,,,,,,,,,"1276 C Worcester St, Natick, MA 01760",Natick,MIDDLESEX,MA,,"7JX9+7G Natick, Massachusetts",Google Maps,
Tile contractor,,Marcus Tile,(413) 525-6636,,marcustile.com,,,5.0,,,,,,,,,,https://www.facebook.com/MarcusTile1/,,"5 Chadwyck Ln, East Longmeadow, MA 01028",East Longmeadow,HAMPDEN,MA,,,Google Maps,
Tile contractor,,Northern Tile Works,(617) 271-0314,,northerntileworks.com,,28,5.0,,,,,,,,,https://www.instagram.com/northern_tile_works/,https://www.facebook.com/northerntileworks/,https://www.linkedin.com/in/northern-tile-works-466a44224/,"84 Pond St, Stoneham, MA 02180",Stoneham,MIDDLESEX,MA,,"FW93+X2 Stoneham, Massachusetts",Google Maps,
Remodeler,,Decor Master,(781) 796-4065,,decormasterinc.com,,7,5.0,,,,,,,,,,,,"757 Highland Ave, Needham, MA 02494",Needham Heights,NORFOLK,MA,,"7QW8+Q4 Needham, Massachusetts",Google Maps,
Tile contractor,,"Innovation Tile,",(978) 987-0150,,innovationtileinc.com,,6,5.0,,,,,,,,,https://www.instagram.com/innovationtile__/,https://www.facebook.com/mcdonaldshappymealphilippines/,,"46 N Shore Ave, Danvers, MA 01923",Danvers,ESSEX,MA,,"G3VQ+87 Danvers, Massachusetts",Google Maps,
Roofing contractor,,"Fraser Construction Company,",(508) 428-2292,,fraserccc.com,,27,4.7,,,,,,,,,,https://www.facebook.com/fraserconstructioninc/,https://www.linkedin.com/in/dean-fraser-abaa62a0,"31 Bowdoin Rd, Mashpee, MA 02649",Mashpee,BARNSTABLE,MA,,"JGJQ+H8 Mashpee, Massachusetts",Google Maps,
Carpenter,,Tim's Carpentry & Handyman Services,(413) 682-5568,,,,7,4.4,,,,,,,,,,,,"90 Hope St, Greenfield, MA 01301",Greenfield,FRANKLIN,MA,,"HCM2+H9 Greenfield, Massachusetts",Google Maps,
Contractor,,"Herb's Hardwood Flooring,",(508) 821-9218,,,,5,5.0,,,,,,,,,,,,"218 School St, Taunton, MA 02780",Taunton,BRISTOL,MA,,"WW78+CH Taunton, Massachusetts",Google Maps,
Dollar store,,Dollar General,(413) 346-5220,,dollargeneral.com,,147,4.1,,,,,,,,,,,,"69 Veterans Memorial Dr, North Adams, MA 01247",North Adams,BERKSHIRE,MA,,"PV2Q+C9 North Adams, Massachusetts",Google Maps,
Tile contractor,,"Tile Installation Boston, MA",(617) 391-5661,,tileinstallationbostonma.com,,,,,,,,,,,,,,,"96 S Main St, Natick, MA 01760",Natick,MIDDLESEX,MA,,,Google Maps,
Flooring store,,Sandman Floor Sanding,(413) 442-0398,,thesandmanflooringma.com,,,1.0,,,,,,,,,,,,"300 Barker Rd, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"CPP8+4W Pittsfield, Massachusetts",Google Maps,
General contractor,,"North Country Companies,",(781) 436-8474,,northcountryco.com,,25,5.0,,,,,,,,,http://instagram.com/northcountrycompanies,http://facebook.com/northcountrycompanies,https://www.linkedin.com/company/north-country-companies-inc/,"409 Canton St Unit 3, Stoughton, MA 02072",Stoughton,NORFOLK,MA,,"4VHM+H5 Stoughton, Massachusetts",Google Maps,
Flooring store,,Robert's Hardwood Floor,(508) 885-5895,,,,,,,,,,,,,,,https://m.facebook.com/profile.php?id=100057309166197&locale=en_GB,,"1 Sampson St, Spencer, MA 01562",Spencer,WORCESTER,MA,,"62V2+57 Spencer, Massachusetts",Google Maps,
Tool store,,Grainger Industrial Supply,(800) 472-4643,,grainger.com,,13,4.1,,,,,,,,,,,,"790 Cottage St, Springfield, MA 01104",Springfield,HAMPDEN,MA,,"4FRG+W3 Springfield, Massachusetts",Google Maps,
Flooring store,,HWF Wholesale,(508) 205-0422,,hwfwholesale.com,,18,4.8,,,,,,,,,,https://www.facebook.com/hwfwholesale/,,"58 Norfolk Ave #1-C, South Easton, MA 02375",South Easton,BRISTOL,MA,,"2WWF+2R South Easton, Easton, MA",Google Maps,
Flooring store,,JJ's Floor Covering Outlet,(508) 336-4860,,jjsfloors.com,,27,4.2,,,,,,,,,,https://www.facebook.com/jjsfloorcovering/,,"1874 Fall River Ave, Seekonk, MA 02771",Seekonk,BRISTOL,MA,,"QPJ2+M2 Seekonk, Massachusetts",Google Maps,
Construction company,,Celio Tile and More,(857) 452-8038,,celiotile.com,,4,5.0,,,,,,,,,https://www.instagram.com/celiocastilho21,https://www.facebook.com/120003871196777,,"17 Glendale St, Everett, MA 02149",Everett,MIDDLESEX,MA,,"CW7W+88 Everett, Massachusetts",Google Maps,
Flooring store,,Raleigh Rug,(413) 788-9626,,raleighrugcompany.com,,4,4.8,,,,,,,,,,,,"310 Allen St, Springfield, MA 01108",Springfield,HAMPDEN,MA,,"3CVX+82 Springfield, Massachusetts",Google Maps,
Painter,,Saints Pro Service Home Improvement,,,saintsproservice.com,,54,4.9,,,,,,,,,,,,"17 Mineral St, Ipswich, MA 01938",Ipswich,ESSEX,MA,,"M5J4+JX Ipswich, Massachusetts",Google Maps,
Tile contractor,,All Style Tile,(781) 424-0259,,allstyletile.com,,,5.0,,,,,,,,,https://www.instagram.com/allstyletile_llc/,,,"257 Catherine Rd, Hanson, MA 02341",Hanson,PLYMOUTH,MA,,"33GW+62 Hanson, Massachusetts",Google Maps,
Tile contractor,,Aguirre Modern Tile (AMT),(617) 766-1259,,aguirremoderntile.com,,61,4.9,,,,,,,,,https://www.instagram.com/moderntile_aguirre/,https://www.facebook.com/AguirreModernTile/,,"106 Pemberton St, Revere, MA 02151",Revere,SUFFOLK,MA,,"CXGM+W8 Revere, Massachusetts",Google Maps,
Tile contractor,,Ciro & Mario Zottola Tile,(781) 891-6562,,,,,,,,,,,,,,,,,"82 Forest St, Waltham, MA 02452",Waltham,MIDDLESEX,MA,,"9QQG+77 Waltham, Massachusetts",Google Maps,
Flooring store,,Flooring America Design Center of Massachusetts,(508) 520-2676,,flooringamerica1.com,,47,4.5,,,,,,,,,,,,"950 Chestnut St, Franklin, MA 02038",Franklin,NORFOLK,MA,,"4J3J+85 Franklin, Massachusetts",Google Maps,
General contractor,,WH Hutchinson Services,(413) 475-3399,,whhutchinsonservices.com,,3,5.0,,,,,,,,,,,,"28 White Birch Ave, Greenfield, MA 01301",Greenfield,FRANKLIN,MA,,"H9GF+WJ Greenfield, Massachusetts",Google Maps,
Plumbing supply store,,Supply New England,(508) 457-9720,,supplynewengland.com,,12,3.5,,,,,,,,,,,,"343 Dillingham Ave, Falmouth, MA 02540",Falmouth,BARNSTABLE,MA,,"H94X+JF Falmouth, Massachusetts",Google Maps,
Flooring store,,ST Floor Covering,(413) 784-1400,,,,15,4.2,,,,,,,,,,,,"1400 Memorial Dr, Chicopee, MA 01020",Chicopee,HAMPDEN,MA,,"5CWF+9X Chicopee, Massachusetts",Google Maps,
Flooring store,,Lucky Sevens Carpet,(413) 273-1965,,luckysevenscarpet.com,,40,4.6,,,,,,,,,,https://www.facebook.com/luckyflooring,https://www.linkedin.com/in/luckysevensflooring,"1752 Riverdale St, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"5929+FM West Springfield, Massachusetts",Google Maps,
Painter,,Phoenix Remodeling,(617) 820-0216,,g.page,,7,5.0,,,,,,,,,https://instagram.com/phoenixremodel,https://www.facebook.com/profile.php?id=61551206085673&mibextid=9R9pXO,,"983 dighton woods circle, Dighton, MA 02715",Dighton,BRISTOL,MA,,"RV42+8H Dighton, Massachusetts",Google Maps,
Carpet store,,Boston Carpet Tile Outlet,(617) 767-9639,,bostoncarpettile.com,,8,4.5,,,,,,,,,,,,"680 Worcester Rd, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HXG+66 Framingham, Massachusetts",Google Maps,
Tile contractor,,M. Cadieux's Home Remodeling,(413) 687-9035,,facebook.com,,,,,,,,,,,,https://www.instagram.com/mcadieuxshomeremodeling/,https://www.facebook.com/mcadieuxshomeremodeling,,"3 Pne Mdw Dr, Brookfield, MA 01506",Brookfield,WORCESTER,MA,,"6V2C+P7 Brookfield, Massachusetts",Google Maps,
Flooring store,,Attleboro Flooring,(508) 222-8591,,,,2,5.0,,,,,,,,,,,,"8 Lamb St, Attleboro, MA 02703",Attleboro,BRISTOL,MA,,"WPM7+5Q Attleboro, Massachusetts",Google Maps,
Cabinet store,,Budget Cabinets,(413) 789-2074,,alliedflooringandpaint.com,,73,4.3,,,,,,,,,http://www.instagram.com/alliedflooringandpaint,https://www.facebook.com/alliedflooringandbudgetcabinetsales/,,"300 Main St, Agawam, MA 01001",Agawam,HAMPDEN,MA,,"39JM+X6 Agawam, Massachusetts",Google Maps,
Hardware store,,Carr Hardware,(413) 442-0983,,carrhardware.com,,52,4.6,,,,,,,,,https://www.instagram.com/carrhardware1928/,https://www.facebook.com/CarrHardware19281/,,"489 Pittsfield Rd suite a-110, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP3M+Q7 Lenox, Massachusetts",Google Maps,
General contractor,,Nemo New England Tiles - Since 2016,(508) 309-3261,,,,,,,,,,,,,,,,,"129 Concord St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HHM+JC Framingham, Massachusetts",Google Maps,
Flooring store,,The Carpet Workroom — Stoughton,(888) 388-9248,,carpetworkroom.com,,7,5.0,,,,,,,,,https://www.instagram.com/thecarpetworkroom/,https://www.facebook.com/thecarpetworkroom,,"471 Page St # 4, Stoughton, MA 02072",Stoughton,NORFOLK,MA,,"5W2G+FW Stoughton, Massachusetts",Google Maps,
Furniture store,,Standard Furniture & Mattress,(413) 743-0960,,shopstandardfurniture.com,,53,4.8,,,,,,,,,,https://www.facebook.com/StandardFurnitureandMattress,,"66 Summer St, Adams, MA 01220",Adams,BERKSHIRE,MA,,"JVFP+35 Adams, Massachusetts",Google Maps,
Bathroom remodeler,Portuguese,Art Remodeling,(508) 405-0443,,artremodelingkitchenandbath.com,,13,5.0,ADEILSON,RIBEIRO DE SOUZA,,,,,,,,https://www.facebook.com/artremodelingcorp,,"873 Waverly St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HF8+H9 Framingham, Massachusetts",Google Maps,
Flooring store,,Horrigan Flooring Center,(978) 632-4094,,horriganflooring.com,,11,5.0,,,,,,,,,https://www.instagram.com/horriganflooringcenter/,https://m.facebook.com/p/Horrigan-Flooring-Center-100063764777205/,,"101 Main St, Westminster, MA 01473",Westminster,WORCESTER,MA,,"G3WP+FC Westminster, Massachusetts",Google Maps,
Tile contractor,,R and R Tile and Carpet,(508) 375-8458,,,,15,4.7,,,,,,,,,,,https://www.linkedin.com/in/roger-labbe-jr-1755a534,"14 Hastings St, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8CXV+5F Marlborough, Massachusetts",Google Maps,
Carpet store,,Jay Vee’s Flooring Center,(508) 673-8333,,myjvfloor.com,,,,,,,,,,,,,https://www.facebook.com/MyJVFloor/,,"189 Durfee St, Fall River, MA 02720",Fall River,BRISTOL,MA,,"PR4V+2H Fall River, Massachusetts",Google Maps,
Home improvement store,Italian,Marble and Granite International,(781) 647-1979,,mgiboston.com,,2,5.0,S.,PAUL ARPINO,,,,,,,,https://www.facebook.com/BostonMGI/,,"99 Hammond St, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9QH3+WC Waltham, Massachusetts",Google Maps,
Bathroom remodeler,Spanish,Art Remodeling,(508) 405-0443,,artremodelingkitchenandbath.com,,13,5.0,ALLAN,DAROCHA DEFARIA,,,,,,,,https://www.facebook.com/artremodelingcorp,,"873 Waverly St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HF8+H9 Framingham, Massachusetts",Google Maps,
Tile contractor,,Pereira Tile,(774) 228-8392,,pereiratile.com,,2,5.0,,,,,,,,,,,,"23 Oak St, Winchester, MA 01890",Winchester,MIDDLESEX,MA,,"FV59+8H Winchester, Massachusetts",Google Maps,
Tile store,,Best Tile Plymouth,(508) 732-8911,,besttile.com,,50,4.7,,,,,,,,,,https://www.facebook.com/besttileplymouth/,,"10 Pilgrim Hill Rd, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,"X828+M5 Plymouth, Massachusetts",Google Maps,
Home improvement store,Italian,Marble and Granite International,(781) 647-1979,,mgiboston.com,,2,5.0,PAULA,ARPINO,,,,,,,,https://www.facebook.com/BostonMGI/,,"99 Hammond St, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9QH3+WC Waltham, Massachusetts",Google Maps,
Flooring store,,Guido's Soft Step Floor Covering,(508) 835-2928,,guidossoftstep.net,,16,4.8,,,,,,,,,,https://www.facebook.com/Guidos-Soft-Step-Floor-Covering-213389808730888/,,"271 W Boylston St, West Boylston, MA 01583",West Boylston,WORCESTER,MA,,"86V7+R7 West Boylston, Massachusetts",Google Maps,
Painter,Portuguese,Ulta Home,(978) 310-1107,,ultahome.com,,105,5.0,BRUNO,ARAGAO,,,,,,,https://www.instagram.com/ultahome/,https://web.facebook.com/ultahomema,,"60 Pleasant St Suite 10D, Ashland, MA 01721",Ashland,MIDDLESEX,MA,,"7G6J+C3 Ashland, Massachusetts",Google Maps,
Tile contractor,,Corcoran Tile & Stone,(617) 800-9712,,,,2,5.0,,,,,,,,,,https://www.facebook.com/CorcoranTileSone/,,"7 Rita Ln, Lawrence, MA 01843",Lawrence,ESSEX,MA,,"MRHH+QF Lawrence, Massachusetts",Google Maps,
Contractor,,Ipswich Bay Builders,(978) 356-5050,,ipswichbaybuilders.com,,,,,,,,,,,,,https://www.facebook.com/ipswichbaybuilders/,,"2 Burrage Ln, Ipswich, MA 01938",Ipswich,ESSEX,MA,,"M5CM+C7 Ipswich, Massachusetts",Google Maps,
Tile contractor,,East Coast Tile Imports,(413) 583-4246,,,,5,4.2,,,,,,,,,,,,"8 Stonybrook St # 1, Ludlow, MA 01056",Ludlow,HAMPDEN,MA,,"5FRW+2V Ludlow, Massachusetts",Google Maps,
Handyman/Handywoman/Handyperson,,Cape Cod Handyman - J.Arena Enterprises,(617) 618-6837,,,,,5.0,,,,,,,,,,https://www.facebook.com/p/JArena-Enterprises-100064361430691/?locale=en_GB,,"74 Antlers Shore Dr, East Falmouth, MA 02536",East Falmouth,BARNSTABLE,MA,,"HFF5+XC East Falmouth, Falmouth, MA",Google Maps,
Roofing contractor,,Battistoni Eugene,(413) 549-2693,,,,,5.0,,,,,,,,,,,,"534 Market Hill Rd, Amherst, MA 01002",Amherst,HAMPSHIRE,MA,,"CGG6+G3 Amherst, Massachusetts",Google Maps,
Stone supplier,,EGM / UMI Stone,(781) 666-6690,,umistone.com,,9,5.0,,,,,,,,,https://www.instagram.com/umi_the_source/,https://www.facebook.com/UnitedMaterialsInc,https://www.linkedin.com/company/umithesource/,"675 Canton St #9, Norwood, MA 02062",Norwood,NORFOLK,MA,,"6R2J+VW Norwood, Massachusetts",Google Maps,
Carpet store,,Caron's House of Carpet,(508) 885-9583,,caronshouseofcarpets.com,,9,4.9,,,,,,,,,,https://www.facebook.com/p/Carons-House-of-Carpets-100054261560763/,,"400 E Main St, East Brookfield, MA 01515",East Brookfield,WORCESTER,MA,,"6XH7+Q3 East Brookfield, Massachusetts",Google Maps,
General contractor,,A.B Edmonds Construction,(413) 535-8814,,abedmonds.com,,,,,,,,,,,,,,,"127 Shelburne Rd, Greenfield, MA 01301",Greenfield,FRANKLIN,MA,,"H9PJ+VW Greenfield, Massachusetts",Google Maps,
Flooring store,,Ace Quality Floor Sanding,(413) 246-3949,,,,18,4.8,,,,,,,,,,,,"366 Prospect Ave, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"5933+XQ West Springfield, Massachusetts",Google Maps,
Countertop store,,Italmarble Co,(781) 595-4859,,italmarble.com,,18,5.0,,,,,,,,,https://www.instagram.com/italmarblelynn/,https://www.facebook.com/Italmarble/,,"500 Lynnway, Lynn, MA 01905",Lynn,ESSEX,MA,,"F24V+5F Lynn, Massachusetts",Google Maps,
Flooring store,,Spectrum Tile and Carpet,(508) 837-6022,,spectrumtileandcarpets.com,,,,,,,,,,,,,https://www.facebook.com/photo.php?fbid=3087497864796377&id=1736969719849205&set=a.1736978993181611,,"288 Plymouth Ave, Fall River, MA 02721",Fall River,BRISTOL,MA,,"MVW2+64 Fall River, Massachusetts",Google Maps,
Tile store,,Luigi's Imported Tile,(978) 640-9001,,luigistile.com,,2,5.0,,,,,,,,,,https://www.facebook.com/LuigisImportedTile/,,"1585 Shawsheen St, Tewksbury, MA 01876",Tewksbury,MIDDLESEX,MA,,"JR98+47 Tewksbury, Massachusetts",Google Maps,
Hardware store,,Caligari's Hardware,(413) 637-0488,,caligarihardware.com,,105,4.5,,,,,,,,,,https://www.facebook.com/Caligaris-Hardware-146136585407481/,https://www.linkedin.com/in/colleen-foisy-814b97a9,"224 Housatonic St, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"9P4J+4W Lenox, Massachusetts",Google Maps,
Carpet store,,B G Carpet And Flooring,(508) 822-1903,,bgcarpetandflooring.com,,8,3.9,,,,,,,,,,,,"770 Broadway, Raynham, MA 02767",Raynham,BRISTOL,MA,,"WWXG+WP Raynham, Massachusetts",Google Maps,
Tile store,French,Ann Sacks,(617) 737-2300,,annsacks.com,,,5.0,BONNIE,CHORUBY,,,,,,,,https://www.facebook.com/boston.annsacks/,,"21 Drydock Ave, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV9+PF Boston, Massachusetts",Google Maps,
Tile store,Italian,Ann Sacks,(617) 737-2300,,annsacks.com,,,5.0,JODI,L. PEPER,,,,,,,,https://www.facebook.com/boston.annsacks/,,"21 Drydock Ave, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV9+PF Boston, Massachusetts",Google Maps,
Kitchen remodeler,,Kitchens & Baths by Herzenberg,(413) 786-2133,,kitchensbyherzenberg.com,,4,4.8,,,,,,,,,https://www.instagram.com/kitchensbyherzenberg/,https://www.facebook.com/herkitchen01/,https://www.linkedin.com/in/paul-herzenberg-a04b4122,"1 South End Bridge, Agawam, MA 01001",Agawam,HAMPDEN,MA,,"3CJ6+FM Agawam, Massachusetts",Google Maps,
